Product Name,Supplier,Lead Time (days),Supplier Code,Preferred Supplier,Comment,Website
RELINING THE BACK OF FOOTWEAR,REED MEDICAL LIMITED,27,C19,,,
RENEW INSIDE COMPENSATE RAISE ADDITIONAL 25mm,REED MEDICAL LIMITED,27,C2,,,
SOLING IN LEATHER & HEELING IN RUBBER (PAIR),REED MEDICAL LIMITED,27,C20,,,
SOLING & HEELING IN SYNTHETIC MATERIAL OR RUBBER (PAIR),REED MEDICAL LIMITED,27,C21,,,
SOLING & HEELING IN COMMANDO TYPE UNITS (PAIR),REED MEDICAL LIMITED,27,C22,,,
SOLING ONLY IN LEATHER (PAIR),REED MEDICAL LIMITED,27,C23,,,
SOLE ONLY IN RUBBER OR SYNTHETIC MATERIAL (PAIR),REED MEDICAL LIMITED,27,C24,,,
"CHARGE FOR THRU-SOLING IN SYNTHETIC, RUBBER OR LEATHER",REED MEDICAL LIMITED,27,C25,,,
ADDITIONAL CHARGE FOR REPAIR TO STITCHED SOLES,REED MEDICAL LIMITED,27,C26,,,
RENEW STICK ON SOLES (PAIR),REED MEDICAL LIMITED,27,C27,,,
COMPLETE RE-WELTING,REED MEDICAL LIMITED,27,C28,,,
REMOVING AN OUTSIDE RAISE AND RESTORING TO NORMAL,REED MEDICAL LIMITED,27,C3,,,
REMOVING ROCKER SOLE/METATARSAL SUPPORT BAR,REED MEDICAL LIMITED,27,C30,,,
HEELING IN LEATHER (PAIR),REED MEDICAL LIMITED,27,C31,,,
HEELING IN SYNTHETIC MATERIAL OR RUBBER (PAIR),REED MEDICAL LIMITED,27,C32,,,
HEELING w/COMMANDO TYPE TOP PIECE,REED MEDICAL LIMITED,27,C33,,,
ADDITIONAL CHARGE FOR ENCOUNTERING DIFFICULT HEELS,REED MEDICAL LIMITED,27,C34,,,
RENEW HEEL OR TOE TIP,REED MEDICAL LIMITED,27,C35,,,
REMOVE SOCKET & RESTORE TO NORMAL,REED MEDICAL LIMITED,27,C36,,,
REMOVE FLOATED/ELONGATED/OBLIQUE HEEL,REED MEDICAL LIMITED,27,C37,,,
REBUILDING THE HEEL IN LEATHER,REED MEDICAL LIMITED,27,C38,,,
REBUILD HEEL IN SYNTHETIC MATERIAL OR RUBBER EXTRA,REED MEDICAL LIMITED,27,C39,,,
RENEWING BRIDGE PLATE,REED MEDICAL LIMITED,27,C4,,,
RENEW PADDED T OR Y STRAP,REED MEDICAL LIMITED,27,C40,,,
RENEW PADDED T OR Y STRAP DOUBLE DECKER,REED MEDICAL LIMITED,27,C41,,,
REMOVE T OR Y STRAP & RETURN TO NORMAL,REED MEDICAL LIMITED,27,C42,,,
RENEW METATARSAL VALGUS/HEEL PAD/WEDGE,REED MEDICAL LIMITED,27,C45,,,
RENEW TOE CAP COVER VAMP/WELT & OUTER SOLE,REED MEDICAL LIMITED,27,C46,,,
RECOVER AN INLAY OR CRADLE,REED MEDICAL LIMITED,27,C47,,,
NEW UPPER BOOT FOLLOWING MID FIT,REED MEDICAL LIMITED,27,NUPB,,,
NEW UPPER SHOE FOLLOWING MID FIT,REED MEDICAL LIMITED,27,NUPS,,,
STRIP/RELAST SHOE OR BOOT FOLLOWING MID FIT,REED MEDICAL LIMITED,27,RLA,,,
HEAVY DUTY SOLES,REED MEDICAL LIMITED,27,HDS,,,
THROUGH WEDGE ROCKER SOLES (PAIR),REED MEDICAL LIMITED,27,TWRS,,,
THROUGH WEDGE SOLES (PAIR),REED MEDICAL LIMITED,27,TWS,,,
RIBBED RUBBER SOLES,REED MEDICAL LIMITED,27,RRS,,,
COMMANDO SOLES,REED MEDICAL LIMITED,27,COM,,,
SACH HEEL (PAIR),REED MEDICAL LIMITED,27,SACH,,,
VELCRO FASTENING,REED MEDICAL LIMITED,27,RKV,,,
SUPER PLUSH LINING TO SHOES (PAIR),REED MEDICAL LIMITED,27,SPLS,,,
FULL LEATHER LININGS,REED MEDICAL LIMITED,27,LLNG,,,
LAST ADAPTION ANY THICKNESS TO EACH AREA,REED MEDICAL LIMITED,27,LA,,,
BESPOKE PATTERNS,REED MEDICAL LIMITED,27,BP,,,
BESPOKE LAST,REED MEDICAL LIMITED,27,BL,,,
BOSTON SCOLIOSIS BRACE FINISHING CHARGE,ALLARD SUPPORT UK LTD,22,BB05,,,
BOSTON BRACE TRANSFER PATTERN ALL OVER,ALLARD SUPPORT UK LTD,22,BB09,,,
SUPER PLUSH LINING TO BOOTS (PAIR),REED MEDICAL LIMITED,27,SPLB,,,
WOOL LINING BOOTS (PAIR),REED MEDICAL LIMITED,27,WLBT,,,
WOOL LINING SHOES (PAIR),REED MEDICAL LIMITED,27,WLS,,,
COMPENSATE RAISE OUTSIDE UP TO 25mm w/RAND,REED MEDICAL LIMITED,27,ZB1,,,
LOWERING UPPER BENEATH THE ANKLE ON ONE SIDE,REED MEDICAL LIMITED,27,ZB10,,,
ADDITIONAL CUFF TO INCREASE UPPER HEIGHT,REED MEDICAL LIMITED,27,ZB11,,,
EXTENDED LACING SECTION,REED MEDICAL LIMITED,27,ZB12,,,
CONVERT TO VELCRO,REED MEDICAL LIMITED,27,ZB13,,,
ADDITION OF LAMBSWOOL LINING,REED MEDICAL LIMITED,27,ZB14,,,
HIGH/ELONGATED STIFFENER TO MEDIAL/LATERAL,REED MEDICAL LIMITED,27,ZB15,,,
METATARSAL BAR FITTED TO THE SOLE,REED MEDICAL LIMITED,27,ZB16,,,
ROCKER SOLE,REED MEDICAL LIMITED,27,ZB17,,,
WEDGE FITTED INTO/ONTO SOLE,REED MEDICAL LIMITED,27,ZB18,,,
FLOATED SOLE,REED MEDICAL LIMITED,27,ZB19,,,
ADDITIONAL 25mm OR PART THEREOF,REED MEDICAL LIMITED,27,ZB2,,,
SOLE STRIP/PLATE COMPOSITE MATERIAL,REED MEDICAL LIMITED,27,ZB20,,,
TIP RUBBER/STEEL TO TOE/HEEL,REED MEDICAL LIMITED,27,ZB22,,,
TIP w/FLANGE TO PROTECT WELT,REED MEDICAL LIMITED,27,ZB23,,,
TOE CAP EXTERNAL PROTECTIVE,REED MEDICAL LIMITED,27,ZB24,,,
F/L OR 1/2 ELONGATED OBLIQUE FLOATED HEEL,REED MEDICAL LIMITED,27,ZB25,,,
COMPENSATING RAISE OUTSIDE UP TO 25mm,REED MEDICAL LIMITED,27,ZB3,,,
SOCKET ONE/BOTH SIDES OF THE HEEL wo/STOPS,REED MEDICAL LIMITED,27,ZB30,,,
SOCKET ONE/BOTH SIDES OF THE HEEL w/STOPS,REED MEDICAL LIMITED,27,ZB31,,,
SOCKET TOE RAISING/TORSION,REED MEDICAL LIMITED,27,ZB32,,,
STRAP T OR Y LINED & PADDED,REED MEDICAL LIMITED,27,ZB33,,,
STRAP T OR Y LINED & PADDED DOUBLE DECKER,REED MEDICAL LIMITED,27,ZB34,,,
REBUILDING HEEL IN LEATHER/SYNTHETIC MATERIAL,REED MEDICAL LIMITED,27,ZB35,,,
EXCAVATING INSIDE OF HEEL REPLACING SOFT INSERT,REED MEDICAL LIMITED,27,ZB36,,,
ADDITIONAL COMPENSATING RAISE 25mm,REED MEDICAL LIMITED,27,ZB4,,,
METATARSAL/VALGUS/HEEL PAD,REED MEDICAL LIMITED,27,ZB41,,,
METATARSAL/VALGUS/HEEL PAD DIRECTLY TO SHOE,REED MEDICAL LIMITED,27,ZB42,,,
RAISING HEEL 1 ITEM OF FOOTWEAR UP TO 25mm,REED MEDICAL LIMITED,27,ZB5,,,
ADDITIONAL COVERING IN SINGLE DENSITY MATERIAL,REED MEDICAL LIMITED,27,ZB55a,,,
ADDITIONAL COVERING IN DUAL DENSITY MATERIAL,REED MEDICAL LIMITED,27,ZB55b,,,
ADDITIONAL COVERING IN MULTI DENSITY MATERIAL,REED MEDICAL LIMITED,27,ZB55c,,,
ADDITIONAL POSTING TO ANY FUNTIONAL FOOT ORTHOSIS,REED MEDICAL LIMITED,27,ZB56,,,
STRETCHING A SINGLE ITEM OF FOOTWEAR,REED MEDICAL LIMITED,27,ZB57,,,
LOWERING THE HEEL IN SINGLE ITEM OF FOOTWEAR,REED MEDICAL LIMITED,27,ZB6,,,
HEEL/SEAT/VALGUS/VARUS WEDGE DIRECT TO SHOE,REED MEDICAL LIMITED,27,ZB7,,,
STIRRUP HEEL TOE RAISING CALLIPER RETAINING STRAP,REED MEDICAL LIMITED,27,ZB8,,,
ADDITIONAL PADDING OF SINGLE ITEM OF FOOTWEAR,REED MEDICAL LIMITED,27,ZB9,,,
NEW UPPER BOOT FOLLOWING MID FIT,REED MEDICAL LIMITED,27,ZNUPB,,,
NEW UPPER SHOE FOLLOWING MID FIT,REED MEDICAL LIMITED,27,ZNUPS,,,
STRIP/RELAST SHOE OR BOOT FOLLOWING MID FIT,REED MEDICAL LIMITED,27,ZRLA,,,
HEAVY DUTY SOLES (PAIR),REED MEDICAL LIMITED,27,ZHDS,,,
LEATHER SOLES & RUBBER HEELS (PAIR),REED MEDICAL LIMITED,27,ZLSRH,,,
THROUGH WEDGE ROCKER SOLES (PAIR),REED MEDICAL LIMITED,27,ZTWRS,,,
THROUGH WEDGE SOLES (PAIR),REED MEDICAL LIMITED,27,ZTWS,,,
COMMANDO SOLES (PAIR),REED MEDICAL LIMITED,27,ZCOM,,,
LAST ADAPTION ANY THICKNESS TO EACH AREA,REED MEDICAL LIMITED,27,ZLA,,,
LEVELLING CRADLE MOULDED TO A CAST UP TO 25mm,CHANECO LTD,17,A10,,,
OUTSIDE CORK RAISE UP TO 25mm,CHANECO LTD,17,A12A,,,
OUTSIDE CORK RAISE EACH ADDITIONAL 25mm,CHANECO LTD,17,A12B,,,
OUTSIDE MICRO RAISE UPTO 25mm,CHANECO LTD,17,A13A,,,
OUTSIDE MICRO RAISE EACH ADDITIONAL 25mm,CHANECO LTD,17,A13B,,,
ADDITIONAL CHARGE FOR BRIDGED OR ARCHED WAIST,CHANECO LTD,17,A14,,,
ANY ADDITIONAL PADDING,CHANECO LTD,17,A15,,,
HIGH OR ELONGATED STIFFENER UP TO 150mm TO ONE SIDE OF UPPER,CHANECO LTD,17,A16,,,
HIGH UPPERS EACH ADDITIONAL 25mm OR PART OVER 150mm,CHANECO LTD,17,A17,,,
LAMBSWOOL LINING UP TO 150mm IN A SINGLE ITEM OF FOOTWEAR,CHANECO LTD,17,A18A,,,
LAMBSWOOL LINING EACH ADDITIONAL 25mm,CHANECO LTD,17,A18B,,,
MET. SUPPORT ROCKER SOLE OR SOLE WEDGE,CHANECO LTD,17,A19,,,
RE-LASTING OF A1A OR A1B,CHANECO LTD,17,A1G,,,
NEW BOOT UPPERS REQUIRED FOLLOWING MID-FIT,CHANECO LTD,17,A1H,,,
NEW BOOT UPPERS REQUIRED FOLLOWING MID-FIT,REED MEDICAL LIMITED,27,,,,
NEW SHOE UPPERS REQUIRED FOLLOWING MID-FIT,CHANECO LTD,17,A1J,,,
ADDITIONAL CHARGE FOR BOOT OR SHOE MADE TO CAST,CHANECO LTD,17,A1K,,,
WELTED CONSTRUCTION TO SOLES (PAIR),CHANECO LTD,17,A2,,,
STIFFENER OR SOLE PLATE IN COMPOSITE MATERIAL,CHANECO LTD,17,A20,,,
STIFFENER OR SOLE PLATE IN NON-COMPOSITE MATERIAL,CHANECO LTD,17,A22,,,
ADDITION OF A RUBBER OR STEEL TIP TO THE TOE OR HEEL,CHANECO LTD,17,A23,,,
ADDITION OF A TIP WITH FLANGE TO PROTECT THE WELT,CHANECO LTD,17,A24,,,
ADDITION OF A THIN STICK-ON SOLE,CHANECO LTD,17,A25,,,
INCLUSION OF A FLOATED SOLE,CHANECO LTD,17,A26,,,
WELTED CONSTRUCTION TO HEELS (PAIR),CHANECO LTD,17,A3,,,
INCLUSION OF AN ELONGATED FLOATED OR WEDGE TO THE HEEL,CHANECO LTD,17,A31,,,
SINGLE OR DOUBLE TOE ROUND OR RECTANGULAR SOCKET wo/BACKSTOP,CHANECO LTD,17,A37A,,,
INCLUSION OF A SINGLE OR DOUBLE SOCKET w/FRONT OR BACKSTOPS,CHANECO LTD,17,A37B,,,
INCLUSION OF A SINGLE OR DOUBLE TOE RAISING/TORSION SOCKET,CHANECO LTD,17,A37C,,,
ADDITION OF A LINED & PADDED T OR Y STRAP,CHANECO LTD,17,A38,,,
LINED/PADDED DOUBLE DECKER T OR Y STRAP,CHANECO LTD,17,A39,,,
STIRRUP/HEEL/TOE RAISING OR CALIPER RETAINING STRAP,CHANECO LTD,17,A40,,,
"PROTECTIVE TOE CAP TO COVER FOREPART OF VAMP, WELT OR SOLE",CHANECO LTD,17,A41,,,
ADDITIONAL COST OF COVERING INLAY IN SINGLE DENSITY MATERIAL,CHANECO LTD,17,A44A,,,
ADDITIONAL COST OF A COVERING INLAY IN DUAL DENSITY MATERIAL,CHANECO LTD,17,A44B,,,
ADDITIONAL COST OF COVERING INLAY IN MULTI DENSITY MATERIALS,CHANECO LTD,17,A44C,,,
METATARSAL VALGUS OR HEEL PAD OR HEEL WEDGE TO SHOE OR INLAY,CHANECO LTD,17,A45,,,
TOE FILLER TO COMPENSATE FOR PART AMPUTATION,CHANECO LTD,17,A46,,,
FOREPART FILLER TO COMPENSATE FOR FOREFOOT AMPUTATION,CHANECO LTD,17,A47,,,
INDUSTRIAL CONTRUCTION (HEAVY LEA & VIBRAM SOLES),CHANECO LTD,17,A4A,,,
LEATHER SOLE & HEEL w/RUBBER TOP PIECE,CHANECO LTD,17,A5,,,
COMMANDO TYPE SOLES & HEELS - MICRO,CHANECO LTD,17,A6A,,,
COMMANDO TYPE SOLES & HEELS - VIBRAM,CHANECO LTD,17,A6B,,,
INSIDE COMPENSATING RAISE FROM 1-25mm,CHANECO LTD,17,A8,,,
EACH ADDITIONAL 25mm OR PART THEREOF,CHANECO LTD,17,A9,,,
METATARSUL OR VALGUS SUPPORT OR HEEL PAD TO B40,CHANECO LTD,17,B41,,,
METATARSAL OR VALGUS SUPPORT OR HEEL PAD FIXED TO THE SHOE,CHANECO LTD,17,B42,,,
HEEL ELEVATOR IN CORK HDP OR EVA w/SUITABLE COVERING,CHANECO LTD,17,B43,,,
COVERING B54 IN A SINGLE DENSITY MATERIAL,CHANECO LTD,17,B55A,,,
COVERING B54 IN A DUAL DENSITY MATERIAL,CHANECO LTD,17,B55B,,,
COVERING B54 IN A MULTI DENSITY MATERIAL,CHANECO LTD,17,B55C,,,
ADDITIONAL POSTING TO ANY FFOs - B40-B50-B51-B54,CHANECO LTD,17,B56,,,
STRETCHING,CHANECO LTD,17,B57,,,
SINGLE LAST ADAPTION OF UP TO 3mm IN ONE AREA OF THE LAST,CHANECO LTD,17,F10,,,
SINGLE LAST ADAPTION OF UP TO 6mm IN ONE AREA OF THE LAST,CHANECO LTD,17,F11,,,
SINGLE LAST ADAPTION OF UP TO 9mm IN ONE AREA OF THE LAST,CHANECO LTD,17,F12,,,
SINGLE LAST ADAPTION OF UP TO 12mm IN ONE AREA OF THE LAST,CHANECO LTD,17,F13,,,
SINGLE LAST ADAPTION OF OVER 12mm IN ONE AREA OF THE LAST,CHANECO LTD,17,F14,,,
CUTTING SPECIAL PATTERN & UPPER TO ALLOW FOR MAJOR LAST ALT,CHANECO LTD,17,F21,,,
ADDITION FOR DESPATCHING FOOTWEAR IN MID-FIT FORMAT TO FIRST,CHANECO LTD,17,F22,,,
RE-LASTING FOOTWEAR FOLLOWING MID-FIT,CHANECO LTD,17,F23,,,
RE-CUT A SHOE UPPER AFTER MIDFIT DUE TO EXCESSIVE ALTERATION,CHANECO LTD,17,F24,,,
RE-CUT A BOOT UPPER AFTER MIDFIT DUE TO EXCESSIVE ALTERATION,CHANECO LTD,17,F25,,,
ADDITIONAL CHARGE FOR EACH ADDITIONAL FITTING,CHANECO LTD,17,F26,,,
CHANGE OF FOOTWEAR FASTENING TO VELCRO,CHANECO LTD,17,F27,,,
ALTERING THE LAST FOLLOWING COMPLETION STAGE,CHANECO LTD,17,F28,,,
ADDITIONAL CHARGE FOR PROVISION OF DIABETIC SPECIFICATION 9,CHANECO LTD,17,F29,,,
WEDGE SOLES/TRAINER SOLES/EVA COMMANDO,CHANECO LTD,17,F40A,,,
WEDGE ROCKER SOLES/RIBBED RUBBER,CHANECO LTD,17,F40B,,,
LEATHER SOLES OR VIBRAM COMMANDO,CHANECO LTD,17,F40C,,,
RIBBED RUBBER BOTTOMS,CHANECO LTD,17,F40D,,,
ALTERATION TO UPPER LOWER ANKLE/REDUCE FACINGS ETC,CHANECO LTD,17,F41,,,
STRETCHING OF FOOTWEAR,CHANECO LTD,17,F42,,,
ADDITION OF SPECIAL LINING EG LAMBSWOOL,CHANECO LTD,17,F43,,,
CHANGE FROM THE STANDARD LINING EG. ALL LEAT.OR ALL MOLESKIN,CHANECO LTD,17,F43A,,,
SPECIAL STIFFENERS TO FOOTWEAR (PER STIFFENER),CHANECO LTD,17,F44,,,
ADDITIONAL PADDING (PER PAD),CHANECO LTD,17,F45,,,
O/S RAISE WITH RAND UP TO 25mm,CHANECO LTD,17,F60,,,
EACH SUBSEQUENT 25mm,CHANECO LTD,17,F61,,,
O/S RAISE WITHOUT RAND UP TO 25mm,CHANECO LTD,17,F62,,,
EACH SUBSEQUENT 25mm,CHANECO LTD,17,F63,,,
ADDITION OF MET BAR FITTED TO SOLE OF THE FOOTWEAR,CHANECO LTD,17,F64,,,
ROCKER SOLE,CHANECO LTD,17,F65,,,
INCLUSION ON WEDGE FITTED INTO OR ONTO SOLE,CHANECO LTD,17,F66,,,
CARBON FIBRE SOLE PLATE,CHANECO LTD,17,F67,,,
STEEL SOLE STIFFENER,CHANECO LTD,17,F68,,,
RUBBER OR STEEL TOE/HEEL TIP,CHANECO LTD,17,F69,,,
ADDITION OF A TIP WITH FLANGE TO PROTECT THE WELT,CHANECO LTD,17,F70,,,
INCLUSION OF A FLOATED SOLE IN A SINGLE ITEM OF FOOTWEAR,CHANECO LTD,17,F71,,,
F/L OR 1/2 ELONGATED HEEL FLOAT OR HEEL WEDGE,CHANECO LTD,17,F72,,,
BUTTRESS FLOAT,CHANECO LTD,17,F72A,,,
RAISE HEEL UP TO 25mm,CHANECO LTD,17,F73,,,
LOWER HEEL,CHANECO LTD,17,F74,,,
REBUILDING THE HEEL TO ALLOW SOCKET FIXATION,CHANECO LTD,17,F75,,,
TOE RAISING SOCKET,CHANECO LTD,17,F76,,,
SOCKET WITHOUT BACKSTOPS,CHANECO LTD,17,F77,,,
SOCKET WITH BACKSTOPS,CHANECO LTD,17,F78,,,
STIRRUP OR HEEL STRAP,CHANECO LTD,17,F79,,,
T OR Y STRAP,CHANECO LTD,17,F80,,,
VELCRO 'T' STRAP OR VELCRO 'Y' STRAP,CHANECO LTD,17,F80A,,,
DOUBLE DECKER 'T' OR 'Y' STRAP,CHANECO LTD,17,F81,,,
VELCRO STRAPS - BOOTS,CHANECO LTD,17,FCH1,,,
EXTRA FOOTBEDS,CHANECO LTD,17,FCH11,,,
HEEL SEAT OR VALGUS WEDGE IN SHOE,CHANECO LTD,17,FCH12,,,
NEW FACINGS (AFTER T/F) - SHOES,CHANECO LTD,17,FCH13,,,
NEW FACINGS (AFTER T/F) - BOOTS,CHANECO LTD,17,FCH14,,,
HEEL GRIPS,CHANECO LTD,17,FCH15,,,
REBUILDING HEEL WITH LEATHER OR SYNTHETIC MATERIAL,CHANECO LTD,17,FCH16,,,
SACH HEELS,CHANECO LTD,17,FCH17,,,
HARD RUBBER HEEL TOP PIECES,CHANECO LTD,17,FCH18,,,
ADDITIONAL OF AN EXTERNAL PROTECTIVE TOE CAP,CHANECO LTD,17,FCH19,,,
VELCRO STRAPS - SHOES,CHANECO LTD,17,FCH2,,,
CHAIR BOOTS - EXTRA HIGH LEGS PER 25mm,CHANECO LTD,17,FCH22,,,
CHAIR BOOTS - STICK ON MICRO SOLES,CHANECO LTD,17,FCH23,,,
FILLING & STRIPPING NEGATIVE CASTS TO MAKE POSITIVE CAST,CHANECO LTD,17,FCH24,,,
STRIP RE-LAST & RE-SOLE FINISHED FOOTWEAR,CHANECO LTD,17,FCH25,,,
ADDITION OF CUFF TO INC. UPPER HEIGHT,CHANECO LTD,17,FCH3,,,
EXTENDING THE LACING SECTION,CHANECO LTD,17,FCH4,,,
SPECIAL LEG MEASURES - BOOTS,CHANECO LTD,17,FCH5,,,
EXTRA HIGH LEGS - BOOTS - PER 25mm,CHANECO LTD,17,FCH5A,,,
EXTRA LONG STRAPS,CHANECO LTD,17,FCH6,,,
BELLOWS TONGUE,CHANECO LTD,17,FCH7,,,
HEEL TABS,CHANECO LTD,17,FCH8,,,
0-15 MINS TIMED JOB BY TECHNICIAN,CHANECO LTD,17,NSI/T1,,,
15-30 MINS TIMED JOB BY TECHNICIAN,CHANECO LTD,17,NSI/T2,,,
30-45 MINS TIMED JOB BY TECHNICIAN,CHANECO LTD,17,NSI/T3,,,
45+ MINS TIMED JOB BY TECHNICIAN,CHANECO LTD,17,NSI/T4,,,
ADD. CHRG FOR MAKING SMRT STPS F/W TO MODULAR MEASURES,CHANECO LTD,17,SF15,,,
ADD. CHRG FOR MAKING SMRT STPS BESPOKE F/W TO A CAST OR SCAN,CHANECO LTD,17,SA1K,,,
RE-CUT A BOOT UPPER FOLLOWING MID-FIT DUE TO EXCES.ALT,CHANECO LTD,17,SA1H,,,
RE-CUT A SHOE UPPER FOLLOWING MID-FIT DUE TO EXCES.ALT,CHANECO LTD,17,SA1J,,,
INSIDE RAISE EACH ADDITIONAL 25mm,CHANECO LTD,17,SA9,,,
METATARSAL OR VALGUS SUPPORT OR HEEL PAD FITTED TO ITEM B40,CHANECO LTD,17,SB41,,,
METATARSAL OR VALGUS SUPPORT OR HEEL PAD FIXED TO THE SHOE,CHANECO LTD,17,SB42,,,
HEEL ELEVATOR IN CORK HDP OR EVA w/SUITABLE COVERING,CHANECO LTD,17,SB43,,,
COVERING B54 IN A SINGLE DENSITY MATERIAL,CHANECO LTD,17,SB55A,,,
COVERING B54 IN A DUAL DENSITY MATERIAL,CHANECO LTD,17,SB55B,,,
COVERING B54 IN A MULTI DENSITY MATERIAL,CHANECO LTD,17,SB55C,,,
POSTING TO ANY FUNCTIONAL FOOT ORTHOSIS,CHANECO LTD,17,SB56,,,
ADDITION OF SPECIAL LINING EG LAMBSWOOL,CHANECO LTD,17,SF43,,,
ANY ADDITIONAL PADDING,CHANECO LTD,17,SF45,,,
EXTENDING THE LACING SECTION,CHANECO LTD,17,SFCH4,,,
SPECIAL LEGS MEASURES - BOOTS,CHANECO LTD,17,SFCH5,,,
EXTRA HIGH LEGS - BOOTS - PER 25mm,CHANECO LTD,17,SFCH5A,,,
EXTRA LONG STRAPS,CHANECO LTD,17,SFCH6,,,
BELLOWS TONGUES,CHANECO LTD,17,SFCH7,,,
HEEL TABS,CHANECO LTD,17,SFCH8,,,
STIRRUP HEEL OR CALIPER RETAINING STRAP,CHANECO LTD,17,SF79,,,
T OR Y STRAP,CHANECO LTD,17,SF80,,,
DOUBLE DECKER T OR Y STRAP,CHANECO LTD,17,SF81,,,
ALT. THE LAST ALLOW FOR HEEL ELEVATOR (25mm OR PART THEREOF),CHANECO LTD,17,SFCH12,,,
NEW FACINGS (AFTER TRIAL FITTING) - SHOES,CHANECO LTD,17,SFCH13,,,
NEW FACINGS (AFTER TRIAL FITTING) - BOOTS,CHANECO LTD,17,SFCH14,,,
RE-CUT A SHOE UPPER FOLLOWING MID-FIT DUE TO EXCES.ALT,CHANECO LTD,17,SF24,,,
RE-CUT A BOOT UPPER FOLLOWING MID-FIT DUE TO EXCES.ALT,CHANECO LTD,17,SF25,,,
CHANGE OF FOOTWEAR FASTENING TO VELCRO,CHANECO LTD,17,SF27,,,
O/S RAISE WITH A RAND UP TO 25mm,CHANECO LTD,17,SF60,,,
EACH SUBSEQUENT 25mm OR PART THEREOF TO SF60,CHANECO LTD,17,SF61,,,
O/S RAISE WITHOUT A RAND UP TO 25mm,CHANECO LTD,17,SF62,,,
EACH SUBSEQUENT 25mm OR PART THEREOF TO SF62,CHANECO LTD,17,SF63,,,
ROCKER SOLE,CHANECO LTD,17,SF65,,,
SOLE WEDGE,CHANECO LTD,17,SF66,,,
CARBON FIBRE SOLE PLATE,CHANECO LTD,17,SF67,,,
STEEL SOLE STIFFENER,CHANECO LTD,17,SF68,,,
RUBBER OR STEEL SOLE / HEEL TIP,CHANECO LTD,17,SF69,,,
TIP WITH FLANGE TO PROTECT THE WELT,CHANECO LTD,17,SF70,,,
SOLE FLOAT,CHANECO LTD,17,SF71,,,
F/L OR 1/2 ELONGATED HEEL FLOAT OR HEEL WEDGE,CHANECO LTD,17,SF72,,,
RAISING THE HEEL IN A SINGLE ITEM OF FOOTWEAR UP TO 25mm,CHANECO LTD,17,SF73,,,
LOWERING THE HEEL IN A SINGLE ITEM OF FOOTWEAR,CHANECO LTD,17,SF74,,,
TOE RAISING SOCKET,CHANECO LTD,17,SF76,,,
SOCKET TO WITHOUT FRONT/BACKSTOP,CHANECO LTD,17,SF77,,,
SOCKET TO WITH FRONT/BACKSTOPS,CHANECO LTD,17,SF78,,,
EXTERNAL PROTECTIVE TOE CAP,CHANECO LTD,17,SFCH19,,,
RENEWING AN I/S COMPENSATING RAISE UP TO 25mm,CHANECO LTD,17,SC1,,,
EACH SUBSEQUENT 25mm OR PART THEREOF TO SC1,CHANECO LTD,17,SC2,,,
RESTITCHING UPPER PER 25mm OR PART THEREOF,CHANECO LTD,17,SC11,,,
REPLACE EYELETS SKI HOOKS OR D RINGS P/PAIR OF EYELETS ETC.,CHANECO LTD,17,SC13,,,
REPLACE LACES,CHANECO LTD,17,SC14,,,
SOLING AND HEELING IN SYNTHETIC MATERIAL OR RUBBER,CHANECO LTD,17,SC21,,,
ADD. CHRG FOR THRO-SOLING IN EITHER SYNTHETIC RUBBER/LEATH.,CHANECO LTD,17,SC25,,,
F13 APPLYING A SINGLE LAST ADAPTION UP TO 12mm,HALO MEDICAL,27,12MM,,,
F10 APPLYING A SINGLE LAST ADAPTION UP TO 3mm,HALO MEDICAL,27,3MM,,,
F11 APPLYING A SINGLE LAST ADAPTION UP TO 6mm,HALO MEDICAL,27,6MM,,,
F12 APPLYING A SINGLE LAST ADAPTION UP TO 9mm,HALO MEDICAL,27,9MM,,,
LEVELLING CRADLE MOULDED TO A CAST UP TO 25mm,HALO MEDICAL,27,A10,,,
OUTSIDE COMPENSATING RAISE w/RAND UP TO AND INC 25mm,HALO MEDICAL,27,A12a,,,
EACH ADDITIONAL 25mm OR PART THEREOF,HALO MEDICAL,27,A12B,,,
OUTSIDE COMPENSATING RAISE wo/RAND UP TO AND INC 25mm,HALO MEDICAL,27,A13A,,,
EACH ADDITIONAL 25mm OR PART THEREOF,HALO MEDICAL,27,A13b,,,
ADDITIONAL CHARGE FOR BRIDGED OR ARCHED WAIST,HALO MEDICAL,27,A14,,,
ANY ADDITIONAL PADDING TO ONE SINGLE ITEM OF FOOTWEAR,HALO MEDICAL,27,A15,,,
HIGH OR ELONGATED STIFFENER UP TO 150mm TO ONE SIDE OF UPPER,HALO MEDICAL,27,A16,,,
HIGH BOOT UPPERS EACH ADDITIONAL 25mm OR PART THEREOF,HALO MEDICAL,27,A17,,,
LAMBSWOOL LINING UP TO 150mm IN A SINGLE ITEM OF FOOTWEAR,HALO MEDICAL,27,A18A,,,
LAMBSWOOL LINING EACH ADDITIONAL 25mm OR PART THEREOF,HALO MEDICAL,27,A18b,,,
INCLUSION OF A CONCEALED OR OUTSIDE METATARSAL SUPPORT,HALO MEDICAL,27,A19,,,
EACH ADDITIONAL REQUIRED RE-LASTING OF THE ABOVE,HALO MEDICAL,27,A1G,,,
NEW BOOT UPPERS REQUIRED FOLLOWING MID FIT EACH,HALO MEDICAL,27,A1h,,,
